Id,Dataset,Filepath,Filename,Ext,Speaker,Text,Gender,Intensity/Level,Emotion
2163,CREMA-D,./dataset/crema-d\AudioWAV\1027_IWW_NEU_XX.wav,1027_IWW_NEU_XX.wav,.wav,Crema_1027,I wonder what this is about,Male,Unspecified,Neutral
2164,CREMA-D,./dataset/crema-d\AudioWAV\1027_IWW_SAD_XX.wav,1027_IWW_SAD_XX.wav,.wav,Crema_1027,I wonder what this is about,Male,Unspecified,Sad
2165,CREMA-D,./dataset/crema-d\AudioWAV\1027_MTI_ANG_XX.wav,1027_MTI_ANG_XX.wav,.wav,Crema_1027,Maybe tomorrow it will be cold,Male,Unspecified,Anger
2166,CREMA-D,./dataset/crema-d\AudioWAV\1027_MTI_DIS_XX.wav,1027_MTI_DIS_XX.wav,.wav,Crema_1027,Maybe tomorrow it will be cold,Male,Unspecified,Disgust
2167,CREMA-D,./dataset/crema-d\AudioWAV\1027_MTI_FEA_XX.wav,1027_MTI_FEA_XX.wav,.wav,Crema_1027,Maybe tomorrow it will be cold,Male,Unspecified,Fear
2168,CREMA-D,./dataset/crema-d\AudioWAV\1027_MTI_HAP_XX.wav,1027_MTI_HAP_XX.wav,.wav,Crema_1027,Maybe tomorrow it will be cold,Male,Unspecified,Happy
2169,CREMA-D,./dataset/crema-d\AudioWAV\1027_MTI_NEU_XX.wav,1027_MTI_NEU_XX.wav,.wav,Crema_1027,Maybe tomorrow it will be cold,Male,Unspecified,Neutral
2170,CREMA-D,./dataset/crema-d\AudioWAV\1027_MTI_SAD_XX.wav,1027_MTI_SAD_XX.wav,.wav,Crema_1027,Maybe tomorrow it will be cold,Male,Unspecified,Sad
2171,CREMA-D,./dataset/crema-d\AudioWAV\1027_TAI_ANG_XX.wav,1027_TAI_ANG_XX.wav,.wav,Crema_1027,The airplane is almost full,Male,Unspecified,Anger
2172,CREMA-D,./dataset/crema-d\AudioWAV\1027_TAI_DIS_XX.wav,1027_TAI_DIS_XX.wav,.wav,Crema_1027,The airplane is almost full,Male,Unspecified,Disgust
2173,CREMA-D,./dataset/crema-d\AudioWAV\1027_TAI_FEA_XX.wav,1027_TAI_FEA_XX.wav,.wav,Crema_1027,The airplane is almost full,Male,Unspecified,Fear
2174,CREMA-D,./dataset/crema-d\AudioWAV\1027_TAI_HAP_XX.wav,1027_TAI_HAP_XX.wav,.wav,Crema_1027,The airplane is almost full,Male,Unspecified,Happy
2175,CREMA-D,./dataset/crema-d\AudioWAV\1027_TAI_NEU_XX.wav,1027_TAI_NEU_XX.wav,.wav,Crema_1027,The airplane is almost full,Male,Unspecified,Neutral
2176,CREMA-D,./dataset/crema-d\AudioWAV\1027_TAI_SAD_XX.wav,1027_TAI_SAD_XX.wav,.wav,Crema_1027,The airplane is almost full,Male,Unspecified,Sad
2177,CREMA-D,./dataset/crema-d\AudioWAV\1027_TIE_ANG_XX.wav,1027_TIE_ANG_XX.wav,.wav,Crema_1027,That is exactly what happened,Male,Unspecified,Anger
2178,CREMA-D,./dataset/crema-d\AudioWAV\1027_TIE_DIS_XX.wav,1027_TIE_DIS_XX.wav,.wav,Crema_1027,That is exactly what happened,Male,Unspecified,Disgust
2179,CREMA-D,./dataset/crema-d\AudioWAV\1027_TIE_FEA_XX.wav,1027_TIE_FEA_XX.wav,.wav,Crema_1027,That is exactly what happened,Male,Unspecified,Fear
2180,CREMA-D,./dataset/crema-d\AudioWAV\1027_TIE_HAP_XX.wav,1027_TIE_HAP_XX.wav,.wav,Crema_1027,That is exactly what happened,Male,Unspecified,Happy
2181,CREMA-D,./dataset/crema-d\AudioWAV\1027_TIE_NEU_XX.wav,1027_TIE_NEU_XX.wav,.wav,Crema_1027,That is exactly what happened,Male,Unspecified,Neutral
2182,CREMA-D,./dataset/crema-d\AudioWAV\1027_TIE_SAD_XX.wav,1027_TIE_SAD_XX.wav,.wav,Crema_1027,That is exactly what happened,Male,Unspecified,Sad
2183,CREMA-D,./dataset/crema-d\AudioWAV\1027_TSI_ANG_XX.wav,1027_TSI_ANG_XX.wav,.wav,Crema_1027,The surface is slick,Male,Unspecified,Anger
2184,CREMA-D,./dataset/crema-d\AudioWAV\1027_TSI_DIS_XX.wav,1027_TSI_DIS_XX.wav,.wav,Crema_1027,The surface is slick,Male,Unspecified,Disgust
2185,CREMA-D,./dataset/crema-d\AudioWAV\1027_TSI_FEA_XX.wav,1027_TSI_FEA_XX.wav,.wav,Crema_1027,The surface is slick,Male,Unspecified,Fear
2186,CREMA-D,./dataset/crema-d\AudioWAV\1027_TSI_HAP_XX.wav,1027_TSI_HAP_XX.wav,.wav,Crema_1027,The surface is slick,Male,Unspecified,Happy
2187,CREMA-D,./dataset/crema-d\AudioWAV\1027_TSI_NEU_XX.wav,1027_TSI_NEU_XX.wav,.wav,Crema_1027,The surface is slick,Male,Unspecified,Neutral
2188,CREMA-D,./dataset/crema-d\AudioWAV\1027_TSI_SAD_XX.wav,1027_TSI_SAD_XX.wav,.wav,Crema_1027,The surface is slick,Male,Unspecified,Sad
2189,CREMA-D,./dataset/crema-d\AudioWAV\1027_WSI_ANG_XX.wav,1027_WSI_ANG_XX.wav,.wav,Crema_1027,We'll stop in a couple of minutes,Male,Unspecified,Anger
2190,CREMA-D,./dataset/crema-d\AudioWAV\1027_WSI_DIS_XX.wav,1027_WSI_DIS_XX.wav,.wav,Crema_1027,We'll stop in a couple of minutes,Male,Unspecified,Disgust
2191,CREMA-D,./dataset/crema-d\AudioWAV\1027_WSI_FEA_XX.wav,1027_WSI_FEA_XX.wav,.wav,Crema_1027,We'll stop in a couple of minutes,Male,Unspecified,Fear
2192,CREMA-D,./dataset/crema-d\AudioWAV\1027_WSI_HAP_XX.wav,1027_WSI_HAP_XX.wav,.wav,Crema_1027,We'll stop in a couple of minutes,Male,Unspecified,Happy
2193,CREMA-D,./dataset/crema-d\AudioWAV\1027_WSI_NEU_XX.wav,1027_WSI_NEU_XX.wav,.wav,Crema_1027,We'll stop in a couple of minutes,Male,Unspecified,Neutral
2194,CREMA-D,./dataset/crema-d\AudioWAV\1027_WSI_SAD_XX.wav,1027_WSI_SAD_XX.wav,.wav,Crema_1027,We'll stop in a couple of minutes,Male,Unspecified,Sad
2195,CREMA-D,./dataset/crema-d\AudioWAV\1028_DFA_ANG_XX.wav,1028_DFA_ANG_XX.wav,.wav,Crema_1028,Don't forget a jacket,Female,Unspecified,Anger
2196,CREMA-D,./dataset/crema-d\AudioWAV\1028_DFA_DIS_XX.wav,1028_DFA_DIS_XX.wav,.wav,Crema_1028,Don't forget a jacket,Female,Unspecified,Disgust
2197,CREMA-D,./dataset/crema-d\AudioWAV\1028_DFA_FEA_XX.wav,1028_DFA_FEA_XX.wav,.wav,Crema_1028,Don't forget a jacket,Female,Unspecified,Fear
2198,CREMA-D,./dataset/crema-d\AudioWAV\1028_DFA_HAP_XX.wav,1028_DFA_HAP_XX.wav,.wav,Crema_1028,Don't forget a jacket,Female,Unspecified,Happy
2199,CREMA-D,./dataset/crema-d\AudioWAV\1028_DFA_NEU_XX.wav,1028_DFA_NEU_XX.wav,.wav,Crema_1028,Don't forget a jacket,Female,Unspecified,Neutral
2200,CREMA-D,./dataset/crema-d\AudioWAV\1028_DFA_SAD_XX.wav,1028_DFA_SAD_XX.wav,.wav,Crema_1028,Don't forget a jacket,Female,Unspecified,Sad
2201,CREMA-D,./dataset/crema-d\AudioWAV\1028_IEO_ANG_HI.wav,1028_IEO_ANG_HI.wav,.wav,Crema_1028,It's eleven o'clock,Female,High,Anger
2202,CREMA-D,./dataset/crema-d\AudioWAV\1028_IEO_ANG_LO.wav,1028_IEO_ANG_LO.wav,.wav,Crema_1028,It's eleven o'clock,Female,Low,Anger
2203,CREMA-D,./dataset/crema-d\AudioWAV\1028_IEO_ANG_MD.wav,1028_IEO_ANG_MD.wav,.wav,Crema_1028,It's eleven o'clock,Female,Medium,Anger
2204,CREMA-D,./dataset/crema-d\AudioWAV\1028_IEO_DIS_HI.wav,1028_IEO_DIS_HI.wav,.wav,Crema_1028,It's eleven o'clock,Female,High,Disgust
2205,CREMA-D,./dataset/crema-d\AudioWAV\1028_IEO_DIS_LO.wav,1028_IEO_DIS_LO.wav,.wav,Crema_1028,It's eleven o'clock,Female,Low,Disgust
2206,CREMA-D,./dataset/crema-d\AudioWAV\1028_IEO_DIS_MD.wav,1028_IEO_DIS_MD.wav,.wav,Crema_1028,It's eleven o'clock,Female,Medium,Disgust
2207,CREMA-D,./dataset/crema-d\AudioWAV\1028_IEO_FEA_HI.wav,1028_IEO_FEA_HI.wav,.wav,Crema_1028,It's eleven o'clock,Female,High,Fear
2208,CREMA-D,./dataset/crema-d\AudioWAV\1028_IEO_FEA_LO.wav,1028_IEO_FEA_LO.wav,.wav,Crema_1028,It's eleven o'clock,Female,Low,Fear
2209,CREMA-D,./dataset/crema-d\AudioWAV\1028_IEO_FEA_MD.wav,1028_IEO_FEA_MD.wav,.wav,Crema_1028,It's eleven o'clock,Female,Medium,Fear
2210,CREMA-D,./dataset/crema-d\AudioWAV\1028_IEO_HAP_HI.wav,1028_IEO_HAP_HI.wav,.wav,Crema_1028,It's eleven o'clock,Female,High,Happy
2211,CREMA-D,./dataset/crema-d\AudioWAV\1028_IEO_HAP_LO.wav,1028_IEO_HAP_LO.wav,.wav,Crema_1028,It's eleven o'clock,Female,Low,Happy
2212,CREMA-D,./dataset/crema-d\AudioWAV\1028_IEO_HAP_MD.wav,1028_IEO_HAP_MD.wav,.wav,Crema_1028,It's eleven o'clock,Female,Medium,Happy
2213,CREMA-D,./dataset/crema-d\AudioWAV\1028_IEO_NEU_XX.wav,1028_IEO_NEU_XX.wav,.wav,Crema_1028,It's eleven o'clock,Female,Unspecified,Neutral
2214,CREMA-D,./dataset/crema-d\AudioWAV\1028_IEO_SAD_HI.wav,1028_IEO_SAD_HI.wav,.wav,Crema_1028,It's eleven o'clock,Female,High,Sad
2215,CREMA-D,./dataset/crema-d\AudioWAV\1028_IEO_SAD_LO.wav,1028_IEO_SAD_LO.wav,.wav,Crema_1028,It's eleven o'clock,Female,Low,Sad
2216,CREMA-D,./dataset/crema-d\AudioWAV\1028_IEO_SAD_MD.wav,1028_IEO_SAD_MD.wav,.wav,Crema_1028,It's eleven o'clock,Female,Medium,Sad
2217,CREMA-D,./dataset/crema-d\AudioWAV\1028_IOM_ANG_XX.wav,1028_IOM_ANG_XX.wav,.wav,Crema_1028,I'm on my way to the meeting,Female,Unspecified,Anger
2218,CREMA-D,./dataset/crema-d\AudioWAV\1028_IOM_DIS_XX.wav,1028_IOM_DIS_XX.wav,.wav,Crema_1028,I'm on my way to the meeting,Female,Unspecified,Disgust
2219,CREMA-D,./dataset/crema-d\AudioWAV\1028_IOM_FEA_XX.wav,1028_IOM_FEA_XX.wav,.wav,Crema_1028,I'm on my way to the meeting,Female,Unspecified,Fear
2220,CREMA-D,./dataset/crema-d\AudioWAV\1028_IOM_HAP_XX.wav,1028_IOM_HAP_XX.wav,.wav,Crema_1028,I'm on my way to the meeting,Female,Unspecified,Happy
2221,CREMA-D,./dataset/crema-d\AudioWAV\1028_IOM_NEU_XX.wav,1028_IOM_NEU_XX.wav,.wav,Crema_1028,I'm on my way to the meeting,Female,Unspecified,Neutral
2222,CREMA-D,./dataset/crema-d\AudioWAV\1028_IOM_SAD_XX.wav,1028_IOM_SAD_XX.wav,.wav,Crema_1028,I'm on my way to the meeting,Female,Unspecified,Sad
2223,CREMA-D,./dataset/crema-d\AudioWAV\1028_ITH_ANG_XX.wav,1028_ITH_ANG_XX.wav,.wav,Crema_1028,I think I have a doctor's appointment,Female,Unspecified,Anger
2224,CREMA-D,./dataset/crema-d\AudioWAV\1028_ITH_DIS_XX.wav,1028_ITH_DIS_XX.wav,.wav,Crema_1028,I think I have a doctor's appointment,Female,Unspecified,Disgust
2225,CREMA-D,./dataset/crema-d\AudioWAV\1028_ITH_FEA_XX.wav,1028_ITH_FEA_XX.wav,.wav,Crema_1028,I think I have a doctor's appointment,Female,Unspecified,Fear
2226,CREMA-D,./dataset/crema-d\AudioWAV\1028_ITH_HAP_XX.wav,1028_ITH_HAP_XX.wav,.wav,Crema_1028,I think I have a doctor's appointment,Female,Unspecified,Happy
2227,CREMA-D,./dataset/crema-d\AudioWAV\1028_ITH_NEU_XX.wav,1028_ITH_NEU_XX.wav,.wav,Crema_1028,I think I have a doctor's appointment,Female,Unspecified,Neutral
2228,CREMA-D,./dataset/crema-d\AudioWAV\1028_ITH_SAD_XX.wav,1028_ITH_SAD_XX.wav,.wav,Crema_1028,I think I have a doctor's appointment,Female,Unspecified,Sad
2229,CREMA-D,./dataset/crema-d\AudioWAV\1028_ITS_ANG_XX.wav,1028_ITS_ANG_XX.wav,.wav,Crema_1028,I think I've seen this before,Female,Unspecified,Anger
2230,CREMA-D,./dataset/crema-d\AudioWAV\1028_ITS_DIS_XX.wav,1028_ITS_DIS_XX.wav,.wav,Crema_1028,I think I've seen this before,Female,Unspecified,Disgust
2231,CREMA-D,./dataset/crema-d\AudioWAV\1028_ITS_FEA_XX.wav,1028_ITS_FEA_XX.wav,.wav,Crema_1028,I think I've seen this before,Female,Unspecified,Fear
2232,CREMA-D,./dataset/crema-d\AudioWAV\1028_ITS_HAP_XX.wav,1028_ITS_HAP_XX.wav,.wav,Crema_1028,I think I've seen this before,Female,Unspecified,Happy
2233,CREMA-D,./dataset/crema-d\AudioWAV\1028_ITS_NEU_XX.wav,1028_ITS_NEU_XX.wav,.wav,Crema_1028,I think I've seen this before,Female,Unspecified,Neutral
2234,CREMA-D,./dataset/crema-d\AudioWAV\1028_ITS_SAD_XX.wav,1028_ITS_SAD_XX.wav,.wav,Crema_1028,I think I've seen this before,Female,Unspecified,Sad
2235,CREMA-D,./dataset/crema-d\AudioWAV\1028_IWL_ANG_XX.wav,1028_IWL_ANG_XX.wav,.wav,Crema_1028,I would like a new alarm clock,Female,Unspecified,Anger
2236,CREMA-D,./dataset/crema-d\AudioWAV\1028_IWL_DIS_XX.wav,1028_IWL_DIS_XX.wav,.wav,Crema_1028,I would like a new alarm clock,Female,Unspecified,Disgust
2237,CREMA-D,./dataset/crema-d\AudioWAV\1028_IWL_FEA_XX.wav,1028_IWL_FEA_XX.wav,.wav,Crema_1028,I would like a new alarm clock,Female,Unspecified,Fear
2238,CREMA-D,./dataset/crema-d\AudioWAV\1028_IWL_HAP_XX.wav,1028_IWL_HAP_XX.wav,.wav,Crema_1028,I would like a new alarm clock,Female,Unspecified,Happy
2239,CREMA-D,./dataset/crema-d\AudioWAV\1028_IWL_NEU_XX.wav,1028_IWL_NEU_XX.wav,.wav,Crema_1028,I would like a new alarm clock,Female,Unspecified,Neutral
2240,CREMA-D,./dataset/crema-d\AudioWAV\1028_IWL_SAD_XX.wav,1028_IWL_SAD_XX.wav,.wav,Crema_1028,I would like a new alarm clock,Female,Unspecified,Sad
2241,CREMA-D,./dataset/crema-d\AudioWAV\1028_IWW_ANG_XX.wav,1028_IWW_ANG_XX.wav,.wav,Crema_1028,I wonder what this is about,Female,Unspecified,Anger
2242,CREMA-D,./dataset/crema-d\AudioWAV\1028_IWW_DIS_XX.wav,1028_IWW_DIS_XX.wav,.wav,Crema_1028,I wonder what this is about,Female,Unspecified,Disgust
2243,CREMA-D,./dataset/crema-d\AudioWAV\1028_IWW_FEA_XX.wav,1028_IWW_FEA_XX.wav,.wav,Crema_1028,I wonder what this is about,Female,Unspecified,Fear
2244,CREMA-D,./dataset/crema-d\AudioWAV\1028_IWW_HAP_XX.wav,1028_IWW_HAP_XX.wav,.wav,Crema_1028,I wonder what this is about,Female,Unspecified,Happy
2245,CREMA-D,./dataset/crema-d\AudioWAV\1028_IWW_NEU_XX.wav,1028_IWW_NEU_XX.wav,.wav,Crema_1028,I wonder what this is about,Female,Unspecified,Neutral
2246,CREMA-D,./dataset/crema-d\AudioWAV\1028_IWW_SAD_XX.wav,1028_IWW_SAD_XX.wav,.wav,Crema_1028,I wonder what this is about,Female,Unspecified,Sad
2247,CREMA-D,./dataset/crema-d\AudioWAV\1028_MTI_ANG_XX.wav,1028_MTI_ANG_XX.wav,.wav,Crema_1028,Maybe tomorrow it will be cold,Female,Unspecified,Anger
2248,CREMA-D,./dataset/crema-d\AudioWAV\1028_MTI_DIS_XX.wav,1028_MTI_DIS_XX.wav,.wav,Crema_1028,Maybe tomorrow it will be cold,Female,Unspecified,Disgust
2249,CREMA-D,./dataset/crema-d\AudioWAV\1028_MTI_FEA_XX.wav,1028_MTI_FEA_XX.wav,.wav,Crema_1028,Maybe tomorrow it will be cold,Female,Unspecified,Fear
2250,CREMA-D,./dataset/crema-d\AudioWAV\1028_MTI_HAP_XX.wav,1028_MTI_HAP_XX.wav,.wav,Crema_1028,Maybe tomorrow it will be cold,Female,Unspecified,Happy
2251,CREMA-D,./dataset/crema-d\AudioWAV\1028_MTI_NEU_XX.wav,1028_MTI_NEU_XX.wav,.wav,Crema_1028,Maybe tomorrow it will be cold,Female,Unspecified,Neutral
2252,CREMA-D,./dataset/crema-d\AudioWAV\1028_MTI_SAD_XX.wav,1028_MTI_SAD_XX.wav,.wav,Crema_1028,Maybe tomorrow it will be cold,Female,Unspecified,Sad
2253,CREMA-D,./dataset/crema-d\AudioWAV\1028_TAI_ANG_XX.wav,1028_TAI_ANG_XX.wav,.wav,Crema_1028,The airplane is almost full,Female,Unspecified,Anger
2254,CREMA-D,./dataset/crema-d\AudioWAV\1028_TAI_DIS_XX.wav,1028_TAI_DIS_XX.wav,.wav,Crema_1028,The airplane is almost full,Female,Unspecified,Disgust
2255,CREMA-D,./dataset/crema-d\AudioWAV\1028_TAI_FEA_XX.wav,1028_TAI_FEA_XX.wav,.wav,Crema_1028,The airplane is almost full,Female,Unspecified,Fear
2256,CREMA-D,./dataset/crema-d\AudioWAV\1028_TAI_HAP_XX.wav,1028_TAI_HAP_XX.wav,.wav,Crema_1028,The airplane is almost full,Female,Unspecified,Happy
2257,CREMA-D,./dataset/crema-d\AudioWAV\1028_TAI_NEU_XX.wav,1028_TAI_NEU_XX.wav,.wav,Crema_1028,The airplane is almost full,Female,Unspecified,Neutral
2258,CREMA-D,./dataset/crema-d\AudioWAV\1028_TAI_SAD_XX.wav,1028_TAI_SAD_XX.wav,.wav,Crema_1028,The airplane is almost full,Female,Unspecified,Sad
2259,CREMA-D,./dataset/crema-d\AudioWAV\1028_TIE_ANG_XX.wav,1028_TIE_ANG_XX.wav,.wav,Crema_1028,That is exactly what happened,Female,Unspecified,Anger
2260,CREMA-D,./dataset/crema-d\AudioWAV\1028_TIE_DIS_XX.wav,1028_TIE_DIS_XX.wav,.wav,Crema_1028,That is exactly what happened,Female,Unspecified,Disgust
2261,CREMA-D,./dataset/crema-d\AudioWAV\1028_TIE_FEA_XX.wav,1028_TIE_FEA_XX.wav,.wav,Crema_1028,That is exactly what happened,Female,Unspecified,Fear
2262,CREMA-D,./dataset/crema-d\AudioWAV\1028_TIE_HAP_XX.wav,1028_TIE_HAP_XX.wav,.wav,Crema_1028,That is exactly what happened,Female,Unspecified,Happy
2263,CREMA-D,./dataset/crema-d\AudioWAV\1028_TIE_NEU_XX.wav,1028_TIE_NEU_XX.wav,.wav,Crema_1028,That is exactly what happened,Female,Unspecified,Neutral
2264,CREMA-D,./dataset/crema-d\AudioWAV\1028_TIE_SAD_XX.wav,1028_TIE_SAD_XX.wav,.wav,Crema_1028,That is exactly what happened,Female,Unspecified,Sad
2265,CREMA-D,./dataset/crema-d\AudioWAV\1028_TSI_ANG_XX.wav,1028_TSI_ANG_XX.wav,.wav,Crema_1028,The surface is slick,Female,Unspecified,Anger
2266,CREMA-D,./dataset/crema-d\AudioWAV\1028_TSI_DIS_XX.wav,1028_TSI_DIS_XX.wav,.wav,Crema_1028,The surface is slick,Female,Unspecified,Disgust
2267,CREMA-D,./dataset/crema-d\AudioWAV\1028_TSI_FEA_XX.wav,1028_TSI_FEA_XX.wav,.wav,Crema_1028,The surface is slick,Female,Unspecified,Fear
2268,CREMA-D,./dataset/crema-d\AudioWAV\1028_TSI_HAP_XX.wav,1028_TSI_HAP_XX.wav,.wav,Crema_1028,The surface is slick,Female,Unspecified,Happy
2269,CREMA-D,./dataset/crema-d\AudioWAV\1028_TSI_NEU_XX.wav,1028_TSI_NEU_XX.wav,.wav,Crema_1028,The surface is slick,Female,Unspecified,Neutral
2270,CREMA-D,./dataset/crema-d\AudioWAV\1028_TSI_SAD_XX.wav,1028_TSI_SAD_XX.wav,.wav,Crema_1028,The surface is slick,Female,Unspecified,Sad
2271,CREMA-D,./dataset/crema-d\AudioWAV\1028_WSI_ANG_XX.wav,1028_WSI_ANG_XX.wav,.wav,Crema_1028,We'll stop in a couple of minutes,Female,Unspecified,Anger
2272,CREMA-D,./dataset/crema-d\AudioWAV\1028_WSI_DIS_XX.wav,1028_WSI_DIS_XX.wav,.wav,Crema_1028,We'll stop in a couple of minutes,Female,Unspecified,Disgust
2273,CREMA-D,./dataset/crema-d\AudioWAV\1028_WSI_FEA_XX.wav,1028_WSI_FEA_XX.wav,.wav,Crema_1028,We'll stop in a couple of minutes,Female,Unspecified,Fear
2274,CREMA-D,./dataset/crema-d\AudioWAV\1028_WSI_HAP_XX.wav,1028_WSI_HAP_XX.wav,.wav,Crema_1028,We'll stop in a couple of minutes,Female,Unspecified,Happy
2275,CREMA-D,./dataset/crema-d\AudioWAV\1028_WSI_NEU_XX.wav,1028_WSI_NEU_XX.wav,.wav,Crema_1028,We'll stop in a couple of minutes,Female,Unspecified,Neutral
2276,CREMA-D,./dataset/crema-d\AudioWAV\1028_WSI_SAD_XX.wav,1028_WSI_SAD_XX.wav,.wav,Crema_1028,We'll stop in a couple of minutes,Female,Unspecified,Sad
2277,CREMA-D,./dataset/crema-d\AudioWAV\1029_DFA_ANG_XX.wav,1029_DFA_ANG_XX.wav,.wav,Crema_1029,Don't forget a jacket,Female,Unspecified,Anger
2278,CREMA-D,./dataset/crema-d\AudioWAV\1029_DFA_DIS_XX.wav,1029_DFA_DIS_XX.wav,.wav,Crema_1029,Don't forget a jacket,Female,Unspecified,Disgust
2279,CREMA-D,./dataset/crema-d\AudioWAV\1029_DFA_FEA_XX.wav,1029_DFA_FEA_XX.wav,.wav,Crema_1029,Don't forget a jacket,Female,Unspecified,Fear
2280,CREMA-D,./dataset/crema-d\AudioWAV\1029_DFA_HAP_XX.wav,1029_DFA_HAP_XX.wav,.wav,Crema_1029,Don't forget a jacket,Female,Unspecified,Happy
2281,CREMA-D,./dataset/crema-d\AudioWAV\1029_DFA_NEU_XX.wav,1029_DFA_NEU_XX.wav,.wav,Crema_1029,Don't forget a jacket,Female,Unspecified,Neutral
2282,CREMA-D,./dataset/crema-d\AudioWAV\1029_DFA_SAD_XX.wav,1029_DFA_SAD_XX.wav,.wav,Crema_1029,Don't forget a jacket,Female,Unspecified,Sad
2283,CREMA-D,./dataset/crema-d\AudioWAV\1029_IEO_ANG_HI.wav,1029_IEO_ANG_HI.wav,.wav,Crema_1029,It's eleven o'clock,Female,High,Anger
2284,CREMA-D,./dataset/crema-d\AudioWAV\1029_IEO_ANG_LO.wav,1029_IEO_ANG_LO.wav,.wav,Crema_1029,It's eleven o'clock,Female,Low,Anger
2285,CREMA-D,./dataset/crema-d\AudioWAV\1029_IEO_ANG_MD.wav,1029_IEO_ANG_MD.wav,.wav,Crema_1029,It's eleven o'clock,Female,Medium,Anger
2286,CREMA-D,./dataset/crema-d\AudioWAV\1029_IEO_DIS_HI.wav,1029_IEO_DIS_HI.wav,.wav,Crema_1029,It's eleven o'clock,Female,High,Disgust
2287,CREMA-D,./dataset/crema-d\AudioWAV\1029_IEO_DIS_LO.wav,1029_IEO_DIS_LO.wav,.wav,Crema_1029,It's eleven o'clock,Female,Low,Disgust
2288,CREMA-D,./dataset/crema-d\AudioWAV\1029_IEO_DIS_MD.wav,1029_IEO_DIS_MD.wav,.wav,Crema_1029,It's eleven o'clock,Female,Medium,Disgust
2289,CREMA-D,./dataset/crema-d\AudioWAV\1029_IEO_FEA_HI.wav,1029_IEO_FEA_HI.wav,.wav,Crema_1029,It's eleven o'clock,Female,High,Fear
2290,CREMA-D,./dataset/crema-d\AudioWAV\1029_IEO_FEA_LO.wav,1029_IEO_FEA_LO.wav,.wav,Crema_1029,It's eleven o'clock,Female,Low,Fear
2291,CREMA-D,./dataset/crema-d\AudioWAV\1029_IEO_FEA_MD.wav,1029_IEO_FEA_MD.wav,.wav,Crema_1029,It's eleven o'clock,Female,Medium,Fear
2292,CREMA-D,./dataset/crema-d\AudioWAV\1029_IEO_HAP_HI.wav,1029_IEO_HAP_HI.wav,.wav,Crema_1029,It's eleven o'clock,Female,High,Happy
2293,CREMA-D,./dataset/crema-d\AudioWAV\1029_IEO_HAP_LO.wav,1029_IEO_HAP_LO.wav,.wav,Crema_1029,It's eleven o'clock,Female,Low,Happy
2294,CREMA-D,./dataset/crema-d\AudioWAV\1029_IEO_HAP_MD.wav,1029_IEO_HAP_MD.wav,.wav,Crema_1029,It's eleven o'clock,Female,Medium,Happy
2295,CREMA-D,./dataset/crema-d\AudioWAV\1029_IEO_NEU_XX.wav,1029_IEO_NEU_XX.wav,.wav,Crema_1029,It's eleven o'clock,Female,Unspecified,Neutral
2296,CREMA-D,./dataset/crema-d\AudioWAV\1029_IEO_SAD_HI.wav,1029_IEO_SAD_HI.wav,.wav,Crema_1029,It's eleven o'clock,Female,High,Sad
2297,CREMA-D,./dataset/crema-d\AudioWAV\1029_IEO_SAD_LO.wav,1029_IEO_SAD_LO.wav,.wav,Crema_1029,It's eleven o'clock,Female,Low,Sad
2298,CREMA-D,./dataset/crema-d\AudioWAV\1029_IEO_SAD_MD.wav,1029_IEO_SAD_MD.wav,.wav,Crema_1029,It's eleven o'clock,Female,Medium,Sad
2299,CREMA-D,./dataset/crema-d\AudioWAV\1029_IOM_ANG_XX.wav,1029_IOM_ANG_XX.wav,.wav,Crema_1029,I'm on my way to the meeting,Female,Unspecified,Anger
2300,CREMA-D,./dataset/crema-d\AudioWAV\1029_IOM_DIS_XX.wav,1029_IOM_DIS_XX.wav,.wav,Crema_1029,I'm on my way to the meeting,Female,Unspecified,Disgust
2301,CREMA-D,./dataset/crema-d\AudioWAV\1029_IOM_FEA_XX.wav,1029_IOM_FEA_XX.wav,.wav,Crema_1029,I'm on my way to the meeting,Female,Unspecified,Fear
2302,CREMA-D,./dataset/crema-d\AudioWAV\1029_IOM_HAP_XX.wav,1029_IOM_HAP_XX.wav,.wav,Crema_1029,I'm on my way to the meeting,Female,Unspecified,Happy
2303,CREMA-D,./dataset/crema-d\AudioWAV\1029_IOM_NEU_XX.wav,1029_IOM_NEU_XX.wav,.wav,Crema_1029,I'm on my way to the meeting,Female,Unspecified,Neutral
2304,CREMA-D,./dataset/crema-d\AudioWAV\1029_IOM_SAD_XX.wav,1029_IOM_SAD_XX.wav,.wav,Crema_1029,I'm on my way to the meeting,Female,Unspecified,Sad
2305,CREMA-D,./dataset/crema-d\AudioWAV\1029_ITH_ANG_XX.wav,1029_ITH_ANG_XX.wav,.wav,Crema_1029,I think I have a doctor's appointment,Female,Unspecified,Anger
2306,CREMA-D,./dataset/crema-d\AudioWAV\1029_ITH_DIS_XX.wav,1029_ITH_DIS_XX.wav,.wav,Crema_1029,I think I have a doctor's appointment,Female,Unspecified,Disgust
2307,CREMA-D,./dataset/crema-d\AudioWAV\1029_ITH_FEA_XX.wav,1029_ITH_FEA_XX.wav,.wav,Crema_1029,I think I have a doctor's appointment,Female,Unspecified,Fear
2308,CREMA-D,./dataset/crema-d\AudioWAV\1029_ITH_HAP_XX.wav,1029_ITH_HAP_XX.wav,.wav,Crema_1029,I think I have a doctor's appointment,Female,Unspecified,Happy
